codigoentidad,codigoconvocatoria,n_id_item,ruc_entidad,entidad,sector,entidad_departamento,entidad_distrito,entidad_provincia,fecha_convocatoria,modalidad,sistemacontratacion,tipoprocesoseleccion,proceso,descripcion_proceso,tipo_compra,moneda,monto_referencial_item,monto_referencial,n_item,descripcion_item,unidad_medida,cantidad,estadoitem,paquete,codigo_grupo,grupo,codigo_familia,familia,codigoclase,clase,codigocommodity,commodity,codigoitem,itemcubso,ultimo,codigoprocesoinicial,ueclasificacion,ubigeo,dominio,strata,tratamiento,medicamentos,insumos,suministros,año,fecha_convocatoria2,mes,tiempo,montoadj,fecha_consentimiento_bp,estadofin,codigosiaf,exito,categoria,version_cronograma,etapainicio,etapafin,fecha_inicial,fecha_final,tiempo_adj,fecha_consentimientobp,tiempo_consent,exito_consent,año_req,mes_req,dia_req,filtro_fechas,tipo_filtro,mes_req2,dia_req2,año_req2,fecha_req,inicio_estudiomdo,fin_estudiomdo,fecha_req2,tiempo_req_convoc,tiempo_req_convoc2,tiempo_estudiomdo,num21,antiguedad1,antiguedad2,postores,numlogis,ordimodal,ordireg,ordiclasif,lima,ratioar,precio,ln_precio,mes_convoc,mes_consent,mes_inicio,mes_fin,mes_adj,semana_req
010045,743191,2238625,20185665322,GOBIERNO REGIONAL DE JUNIN - HOSPITAL DANIEL ALCIDES CARRION - HUANCAYO,GOBIERNO REGIONAL,JUNIN,HUANCAYO,HUANCAYO,27/09/21,Procedimiento,Suma alzada,Contratación Directa,DIRECTA-PROC-60-2021-HRDCQ.DAC-HYO-1,"ADQUISICION DE DISPOSITIVOS MEDICOS GUANTES QUIRURGICO ESTERIL Y JERINGA DESCARTABLE PARA EL DEPARTAMENTO DE FARMACIA DEL HOSPITAL REGIONAL DOCENTE CLÍNICO QUIRÚRGICO DANIEL ALCIDES CARRIÓN DE HUANCAYO, EN MARCO DE LA EMERGENCIA SANITARIA.",Por la Entidad,Soles,45600,45600,1,JERINGA DESCARTABLE,Unidad,120000,Contratado,NO,42,"Equipos, accesorios y suministros médicos",14,Productos y suministros para el tratamiento y cuidado del paciente,26,Jeringas y accesorios,09,Jeringas médicas con aguja,00046038,JERINGA DE POLIPROPILENO TIPO DESCARTABLE 20 mL CON AGUJA 21 g X 1 1/2 in,ULTIMO,688567,hospital,120101,sierra c,14,0,,1,1,2021,22550,09,2021_09,45600,29/09/21,1,824,1,insumos,1,Invitación,Adjudicación,22550,22551,1,22552,2,1,2021,7,22,,,7,22,2021,22483,,,22483,67,67,,0,6.3333335,8,1,3,5,12,hospital,0,1,.38,-.96758401,9,9,,,9,29
010199,743201,2238631,20144329148,INSTITUTO NACIONAL MATERNO PERINATAL,SALUD,LIMA,LIMA,LIMA,27/09/21,Sin Modalidad,Suma alzada,Licitación Pública,LP-SM-5-2021-INMP-1,"ADQUISICION  ANUAL DE KIT DESCARTABLE DE TUBOS CORRUGADOS NEONATAL PARA CPAP NASAL N 7.5 F, 9 Y 10.5Fr",Por la Entidad,Soles,80820,80820,1,KIT DESCARTABLE DE TUBOS CORRUGADOS Y ACCESORIOS NEONATAL PARA CPAP NASAL N 7.5 FR,Unidad,180,Contratado,NO,42,"Equipos, accesorios y suministros médicos",27,Productos respiratorios y de reanimación y anestesia,25,"Aparatos, accesorios y suministros de anestesia",05,"Tubos, conjuntos de tubos o acoplamientos para tubos de aparatos de anestesia con gas, o accesorios",00047062,TUBO CORRUGADO DESCARTABLE DE 91 cm PARA EQUIPO DE ANESTESIA,ULTIMO,688570,instituto,150101,lima met,10,0,,1,1,2021,22550,09,2021_09,80100,08/11/21,1,127,1,insumos,1,Convocatoria,Otorgamiento de la Buena Pro,22550,22589,39,22592,42,1,2021,4,7,,,4,7,2021,22377,22393,22473,22377,173,173,80,1,6.1111112,9,,9,7,15,instituto,1,.99109131,445,6.0980744,9,11,4,7,11,14
010199,743201,2238632,20144329148,INSTITUTO NACIONAL MATERNO PERINATAL,SALUD,LIMA,LIMA,LIMA,27/09/21,Sin Modalidad,Suma alzada,Licitación Pública,LP-SM-5-2021-INMP-1,"ADQUISICION  ANUAL DE KIT DESCARTABLE DE TUBOS CORRUGADOS NEONATAL PARA CPAP NASAL N 7.5 F, 9 Y 10.5Fr",Por la Entidad,Soles,323280,323280,2,KIT DESCARTABLE DE TUBOS CORRUGADOS Y ACCESORIOS NEONATAL PARA CPAP NASAL N¿ 9.0 FR,Unidad,720,Contratado,NO,42,"Equipos, accesorios y suministros médicos",27,Productos respiratorios y de reanimación y anestesia,25,"Aparatos, accesorios y suministros de anestesia",05,"Tubos, conjuntos de tubos o acoplamientos para tubos de aparatos de anestesia con gas, o accesorios",00293731,TUBO CORRUGADO DESCARTABLE DE 1.60 m PARA EQUIPO DE ANESTESIA,ULTIMO,688570,instituto,150101,lima met,10,0,,1,1,2021,22550,09,2021_09,320400,08/11/21,1,127,1,insumos,1,Convocatoria,Otorgamiento de la Buena Pro,22550,22589,39,22592,42,1,2021,4,7,,,4,7,2021,22377,22393,22473,22377,173,173,80,1,6.1111112,9,,9,7,15,instituto,1,.99109131,445,6.0980744,9,11,4,7,11,14
010199,743201,2238633,20144329148,INSTITUTO NACIONAL MATERNO PERINATAL,SALUD,LIMA,LIMA,LIMA,27/09/21,Sin Modalidad,Suma alzada,Licitación Pública,LP-SM-5-2021-INMP-1,"ADQUISICION  ANUAL DE KIT DESCARTABLE DE TUBOS CORRUGADOS NEONATAL PARA CPAP NASAL N 7.5 F, 9 Y 10.5Fr",Por la Entidad,Soles,134700,134700,3,KIT DESCARTABLE DE TUBOS CORRUGADOS Y ACCESORIOS NEONATAL PARA CPAP NASAL N¿ 10.5 FR,Unidad,300,Contratado,NO,42,"Equipos, accesorios y suministros médicos",27,Productos respiratorios y de reanimación y anestesia,25,"Aparatos, accesorios y suministros de anestesia",05,"Tubos, conjuntos de tubos o acoplamientos para tubos de aparatos de anestesia con gas, o accesorios",00293731,TUBO CORRUGADO DESCARTABLE DE 1.60 m PARA EQUIPO DE ANESTESIA,ULTIMO,688570,instituto,150101,lima met,10,0,,1,1,2021,22550,09,2021_09,133500,08/11/21,1,127,1,insumos,1,Convocatoria,Otorgamiento de la Buena Pro,22550,22589,39,22592,42,1,2021,4,7,,,4,7,2021,22377,22393,22473,22377,173,173,80,1,6.1111112,9,,9,7,15,instituto,1,.99109131,445,6.0980744,9,11,4,7,11,14
010440,743230,2238659,20165645325,GOBIERNO REGIONAL DE CAJAMARCA - SALUD CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,CAJAMARCA,27/09/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-10-2021-DIRESAC-2,ADQUISICION DE DESINFECTANTE AMONIO CUATERNARIO DE QUINTA GENERACIÓN AL 50% X 3.75 L PARA LAS IPRESS DE LA DIRECCION REGIONAL DE SALUD CAJAMARCA,Por la Entidad,Soles,134625.25,134625.25,1,ADQUISICION DE DESINFECTANTE AMONIO CUATERNARIO AL 50% X 3.75L PARA LAS IPRESS DE LA DIRECCI¿N REGIONAL DE SALUD CAJAMARCA,Unidad,899,Contratado,NO,42,"Equipos, accesorios y suministros médicos",28,Productos para esterilización médica,16,Soluciones desinfectantes y esterilización en frío,04,Desinfectantes de la superficie médica,00005776,DESINFECTANTE AMONIO CUATERNARIO AL 50% X 1 L,ULTIMO,678237,GR - red,060101,sierra n,15,1,,1,1,2021,22550,09,2021_09,130355,29/10/21,1,785,1,insumos,5,Convocatoria,Otorgamiento de la Buena Pro,22550,22575,25,22582,32,1,2021,6,1,,,6,1,2021,22432,22435,22438,22432,118,118,3,3,4.3333335,9,5,9,1,6,GR - red,0,.96828049,145,4.9767337,9,10,6,6,10,22
010550,743270,2238815,20191045671,GOBIERNO REGIONAL DE PASCO-SALUD AIS UTES OXAPAMPA,GOBIERNO REGIONAL,PASCO,OXAPAMPA,OXAPAMPA,27/09/21,Procedimiento,Suma alzada,Contratación Directa,DIRECTA-PROC-12-2021-/RS OXAPAMPA.-1,Adquisición de Analizador Bioquímica automático para el IOARR CIU 2502911,Por la Entidad,Soles,88000,88000,1,Adquisici¿n de Analizador Bioqu¿mica autom¿tico para el IOARR CIU 2502911,Unidad,2,Contratado,NO,41,"Equipo de laboratorio, medición, observación y comprobación",11,"Instrumentos de experimentación, medición y observación",58,Accesorios y suministros clínicos y analizadores de diagnóstico,07,Analizadores químicos,00323203,ANALIZADOR DIGITAL BIOQUIMICO AUTOMATIZADO,ULTIMO,688667,GR - red,190301,selva,11,0,,1,1,2021,22550,09,2021_09,88000,28/09/21,1,891,1,insumos,1,Invitación,Adjudicación,22529,22550,21,22551,22,1,,,,1,Múltiples fechas de requerimiento,5,7,2021,,,,22407,,122,,0,4.3333335,7,1,3,5,19,GR - red,0,1,44000,10.691945,9,9,,,9,
010008,743276,2238848,20203531550,HOSPITAL PUENTE PIEDRA - CARLOS LANFRANCO LA HOZ - CLL4,SALUD,LIMA,PUENTE PIEDRA,LIMA,04/08/21,Sin Modalidad,Precios unitarios,Comparación de Precios,COMPRE-SM-6-2021-HCLLH-1,ADQUISICIÓN DE CAMILLAS DE METAL PARA TRANSPORTE DE PACIENTES DEL HOSPITAL CARLOS LANFRANCO LA HOZ,Por la Entidad,Soles,54000,54000,1,CAMILLAS DE METAL PARA TRANSPORTE DE PACIENTES,Unidad,20,Contratado,NO,42,"Equipos, accesorios y suministros médicos",19,Productos para instalaciones médicas,22,Productos para el transporte de pacientes,07,Camillas de paciente o accesorios de camilla,00185672,CAMILLA DE METAL RODANTE CON BARANDAS PARA USO HOSPITALARIO,ULTIMO,688631,hospital,150125,lima met,9,0,,1,1,2021,22496,08,2021_08,54000,04/10/21,1,522,1,insumos,1,Convocatoria,Otorgamiento de la Buena Pro,22496,22536,40,22557,61,1,2021,2,3,,,2,3,2021,22314,22496,22501,22314,182,182,5,2,5.1666665,9,,6,4,15,hospital,1,1,2700,7.9010072,8,10,8,8,9,5
203566,743333,2238986,20600904516,GOBIERNO REGIONAL JUNIN RED DE SALUD CHUPACA,GOBIERNO REGIONAL,JUNIN,CHUPACA,CHUPACA,27/09/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-4-2021-OEC/UESCH-1,ADQUISICION DE FERROSO SULFATO 25 FE/ML SOLUCION DE 30 ML - GOTAS (SULFATO FERROSO HEPTAHIDRATO 125 MG/ML EQUIVALENTE A 25 MG DE FE/ML SOLUCION ORAL) PARA EL ABASTECIMIENTO DE LAS IPRESS DE LA UESCH,Por la Entidad,Soles,40950,40950,1,ADQUISICION DE SULFATO FERROSO 25 FE/ML SOLUCION DE 30 ML PARA EL ABASTECIMIENTO DE LAS IPRESS DE LA UESCH,Unidad,3900,Contratado,NO,51,Medicamentos y productos farmacéuticos,13,Medicamentos Hematólicos,15,Medicamentos antianémicos,03,Sulfato Ferroso,00060293,FERROSO SULFATO HEPTAHIDRATO 25 mg/mL SOL 30 mL,ULTIMO,688686,,,,,,1,,1,2021,22550,09,2021_09,40950,06/10/21,1,1615,1,medicamentos,1,Convocatoria,Otorgamiento de la Buena Pro,22550,22559,9,22559,9,1,2021,8,31,,,8,31,2021,22523,22523,22532,22523,27,27,9,0,6,7,1,2,1,12,,0,1,10.5,2.3513753,9,10,8,9,10,35
200071,743348,2239059,20527012016,GOBIERNO REGIONAL DE APURIMAC - HOSPITAL SUBREGIONAL DE ANDAHUAYLAS,GOBIERNO REGIONAL,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,30/09/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-1-2021-HSRA-2,"ADQUISICIÓN DE CARTUCHOS DE GASES ARTERIALES, ELECTROLITOS Y METABOLITOS PARA EL SERVICIO DE LABORATORIO DEL HOSPITAL SUB REGIONAL DE ANDAHUAYLAS (CON EQUIPO EN SESIÓN DE USO)",Por la Entidad,Soles,250740,250740,1,"ADQUISICI¿N CARTUCHOS DE GASES ARTERIALES, ELECTROLITOS Y METABOLITOS PARA EL SERVICIO DE LABORATORIO DEL HOSPITAL SUB REGIONAL DE ANDAHUAYLAS (CON EQUIPO EN SESI¿N DE USO)",Unidad,8400,Consentido,NO,41,"Equipo de laboratorio, medición, observación y comprobación",11,"Instrumentos de experimentación, medición y observación",58,Accesorios y suministros clínicos y analizadores de diagnóstico,06,ACCESORIOS O SUMINISTROS DE ANALIZADORES DE GASES SANGUÍNEOS,00349785,"CARTUCHO PARA ANALIZADOR DE GASES ARTERIALES, ELECTROLITOS Y METABOLITOS",ULTIMO,640853,hospital,030201,sierra s,18,0,,1,1,2021,22553,09,2021_09,250740,19/10/21,1,1038,1,insumos,3,Convocatoria,Otorgamiento de la Buena Pro,22553,22571,18,22572,19,1,2021,7,13,,,7,13,2021,22474,22475,22510,22474,79,79,35,0,3,3,1,2,1,3,hospital,0,1,29.85,3.3961849,9,10,7,8,10,28
010194,743363,2239237,20514964778,INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,SALUD,LIMA,SURQUILLO,LIMA,27/09/21,Procedimiento,Precios unitarios,Contratación Directa,DIRECTA-PROC-32-2021-INEN-1,ADQUISICION DE LAPATINIB 250 mg TAB,Por la Entidad,Soles,2633148,2633148,1,ADQUISICION DE LAPATINIB 250 mg TAB,Unidad,75600,Contratado,NO,51,Medicamentos y productos farmacéuticos,11,Agentes antineoplásicos,18,Hormonas y antihormonas,56,Lapatinib,00196600,LAPATINIB 250 mg TAB,ULTIMO,688700,instituto,150141,lima met,10,1,1,,1,2021,22550,09,2021_09,5266296,01/01/00,1,1235,1,medicamentos,1,Invitación,Adjudicación,22550,22558,8,14610,,1,,,,1,Múltiples fechas de requerimiento,1,19,2021,,22305,22439,22299,,251,134,0,6.6428571,8,1,14,5,15,instituto,1,2,69.660004,4.2436261,9,1,1,6,10,
201666,743405,2239287,20600185757,GOBIERNO REGIONAL DE HUANCAVELICA - HOSPITAL DE PAMPAS DE TAYACAJA,GOBIERNO REGIONAL,HUANCAVELICA,PAMPAS,TAYACAJA,16/09/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-1-2021-CS/HPT-1,"CONTRATACION DE UNIFORMES PARA PERSONAL ASISTENCIAL UNISEX - CHAQUETA Y PANTALON PARA EL HOSPITAL DE PAMPAS TAYACAJA, DEL DISTRITO DE PAMPAS - PROVINCIA DE  TAYACAJA - REGION HUANCAVELICA",Por la Entidad,Soles,64670,64670,1,"CONTRATACION DE UNIFORMES PARA EL PERSONAL ASISTENCIAL UNISEX - CHAQUETA Y PANTALON PARA EL HOSPITAL DE PAMPAS TAYACAJA, DEL DISTRITO DE PAMPAS - PROVINCIA DE TAYACAJA - REGION HUANCAVELICA.",Unidad,223,Nulo,NO,42,"Equipos, accesorios y suministros médicos",13,Textiles e Indumentaria médica,16,Ropa y artículos relacionados para personal médico,08,Uniformes para el personal médico,00367430,UNIFORME DE FAENA PARA PERSONAL ASISTENCIAL CABALLERO,NO ULTIMO,686402,,,,,,,1,1,2021,22539,09,2021_09,,,,1627,0,insumos,2,Convocatoria,Otorgamiento de la Buena Pro,22539,22552,,,,0,2021,7,7,,,7,7,2021,22468,22468,22470,22468,71,71,2,0,5.5,7,,2,1,9,,0,,,,9,,7,7,9,27
010444,743438,2239277,20166728585,GOBIERNO REGIONAL DE CAJAMARCA-HOSPITAL CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,CAJAMARCA,28/09/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-9-2021-HRDC-1,ADQUISICIÓN DE CATÉTERES DE ALTO FLUJO PARA PACIENTES SIS-FISSAL QUE REQUIEREN HEMODIALISIS DE EMERGENCIA EN EL HOSPITAL REGIONAL DOCENTE DE CAJAMARCA,Por la Entidad,Soles,48939,48939,1,CATETER VENOSO CENTRAL DOBLE LUMEN 12 FR X 15 cm,Unidad,300,Contratado,NO,42,"Equipos, accesorios y suministros médicos",22,Productos de administración por vía intravenosa y arterial,15,Cánulas y catéteres intravenosos y arteriales y accesorios,03,Catéteres venosos centrales,00296509,CATETER VENOSO CENTRAL DE POLIURETANO DOBLE LUMEN 12 FR X 15 cm,ULTIMO,688780,hospital,060101,sierra n,14,1,,1,1,2021,22551,09,2021_09,37170,29/11/21,1,999,1,insumos,10,Convocatoria,Otorgamiento de la Buena Pro,22551,22579,28,22613,62,1,,,,1,Múltiples fechas de requerimiento,7,9,2021,,,,22470,,81,,4,3.375,7,,8,1,6,hospital,0,.75951695,123.9,4.8194747,9,11,,,10,
203086,743452,2239462,20601224624,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,SALUD,LIMA,VILLA EL SALVADOR,LIMA,28/09/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-15-2021-HEVES-MINSA-1,ADQUISICION ANUAL DE GASA FRACCIONADA ESTERIL 10 CM X 10 CM DE 8 DE PLIEGUES X 5 UNIDADES PARA EL HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,Por la Entidad,Soles,270000,270000,1,GASA FRACCIONADA ESTERIL 10 CM X 10 CM DE 8 PLIEGUES X 5 UNIDADES,Unidad,300000,Contratado,NO,42,"Equipos, accesorios y suministros médicos",31,Productos para el cuidado de heridas,15,"Vendas, apósitos y productos relacionados",45,Vendas o vendajes secos no adhesivos,00265622,GASA FRACCIONADA ESTERIL 10 cm X 10 cm DE 8 PLIEGUES X 10 UNI,ULTIMO,688834,hospital,150142,lima met,9,0,,1,1,2021,22551,09,2021_09,210000,25/10/21,1,1670,1,insumos,3,Convocatoria,Otorgamiento de la Buena Pro,22551,22568,17,22578,27,1,2021,2,22,,,2,22,2021,22333,22336,22505,22333,218,218,169,5,3.8181818,8,7,22,1,15,hospital,1,.77777779,.69999999,-.35667494,9,10,2,8,10,8
010444,743469,2239402,20166728585,GOBIERNO REGIONAL DE CAJAMARCA-HOSPITAL CAJAMARCA,GOBIERNO REGIONAL,CAJAMARCA,CAJAMARCA,CAJAMARCA,28/09/21,Sin Modalidad,Suma alzada,Licitación Pública,LP-SM-4-2021-HRDC-1,ADQUISICIÓN DE BOLSAS COLECTORAS DE SANGRE CUÁDRUPLEX X 450 ML CON EQUIPO DE CESIÓN DE USO PARA LA ATENCIÓN DE PACIENTES SIS DEL HOSPITAL REGIONAL DOCENTE DE CAJAMARCA,Por la Entidad,Soles,0,0,1,BOLSA COLECTORA DE SANGRE CUADRUPLE X 450 ML,Unidad,5400,Convocado,NO,42,"Equipos, accesorios y suministros médicos",29,Productos quirúrgicos,46,Productos de autotransfusión,10,Accesorios de depósito de autotransfusión,00045164,BOLSA COLECTORA DE SANGRE CUADRUPLE X 450 mL,ULTIMO,688844,hospital,060101,sierra n,14,1,,1,1,2021,22551,09,2021_09,,,,999,0,insumos,3,Convocatoria,Otorgamiento de la Buena Pro,22551,22592,,,,0,2021,5,24,,,5,24,2021,22424,22425,22453,22424,127,127,28,4,3.375,7,,8,7,6,hospital,0,,,,9,,5,6,11,21
010219,743473,2239372,20159855938,HOSPITAL NACIONAL VICTOR LARCO HERRERA,SALUD,LIMA,MAGDALENA DEL MAR,LIMA,12/10/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-7-2021-HNVLH-1,Adquisición de medicamentos declarados desierto en la compra corporativa nacional de productos farmaceuticos para abastecimiento 2020-2021,Por la Entidad,Soles,276850,276850,1,CLOMIPRAMINA 25 MG TAB,Unidad,245000,Contratado,NO,51,Medicamentos y productos farmacéuticos,14,Medicamentos para el sistema nervioso central,16,Antidepresivos,16,Clorhidrato de Clomipramina,00062011,CLOMIPRAMINA 25 mg TAB,ULTIMO,630266,hospital,150120,lima met,9,1,1,,1,2021,22565,10,2021_10,328300,27/10/21,1,148,1,medicamentos,3,Convocatoria,Otorgamiento de la Buena Pro,22565,22579,14,22580,15,1,2021,7,26,,,7,26,2021,22487,22497,22502,22487,78,78,5,1,4.5384617,8,1,13,1,15,hospital,1,1.1858407,1.34,.29266962,10,10,8,8,10,30
010219,743473,2239373,20159855938,HOSPITAL NACIONAL VICTOR LARCO HERRERA,SALUD,LIMA,MAGDALENA DEL MAR,LIMA,12/10/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-7-2021-HNVLH-1,Adquisición de medicamentos declarados desierto en la compra corporativa nacional de productos farmaceuticos para abastecimiento 2020-2021,Por la Entidad,Soles,103400,103400,2,SULPIRIDA 200 MG TAB,Unidad,220000,Contratado,NO,51,Medicamentos y productos farmacéuticos,14,Medicamentos para el sistema nervioso central,19,Tranquilizantes y medicamentos antimaníacos y para la ansiedad,07,Sulpirida,00061939,SULPIRIDA 200 mg TAB,ULTIMO,630266,hospital,150120,lima met,9,1,1,,1,2021,22565,10,2021_10,121000,27/10/21,1,148,1,medicamentos,3,Convocatoria,Otorgamiento de la Buena Pro,22565,22579,14,22580,15,1,2021,7,26,,,7,26,2021,22487,22497,22502,22487,78,78,5,1,4.5384617,8,1,13,1,15,hospital,1,1.1702127,.55000001,-.59783697,10,10,8,8,10,30
010530,743490,2239535,20408454299,GOBIERNO REGIONAL DE LORETO-SALUD LORETO Y PERIFERICOS,GOBIERNO REGIONAL,LORETO,IQUITOS,MAYNAS,28/09/21,Sin Modalidad,Suma alzada,Licitación Pública,LP-SM-3-2021-GRL-DRSL/30.01-1,"CONTRATACION DE BIENES: ADQUISICION DE MASCARILLA DESCARTABLE TIPO N-95 PARA EL TRATAMIENTO DEL DENGUE, MALARIA ENTRE OTRAS ENFERMEDADES, A EFECTOS DE BRINDAR UNA ATENCION INTEGRAL A LOS USUARIOS Y/O PACIENTES QUE ACUDEN A LAS IPRESS DE LA REGION LORETO.",Por la Entidad,Soles,524651.6,524651.6,1,MASCARILLA DESCARTABLE TIPO N-95,Unidad,22000,Contratado,NO,42,"Equipos, accesorios y suministros médicos",13,Textiles e Indumentaria médica,17,Textiles quirúrgicos,13,Aislamiento quirúrgico o mascarillas quirúrgicas,00347552,MASCARILLA DESCARTABLE TIPO N-95,ULTIMO,688855,GR - red,160101,selva,11,1,,1,1,2021,22551,09,2021_09,110000,19/11/21,1,870,1,insumos,2,Convocatoria,Otorgamiento de la Buena Pro,22551,22586,35,22603,52,1,2021,8,20,,,8,20,2021,22512,22515,22523,22512,39,39,8,2,4.1666665,9,,6,7,16,GR - red,0,.20966294,5,1.6094379,9,11,8,8,11,34
020002,743500,2239490,20172772278,GOBIERNO REGIONAL DE AYACUCHO - HOSPITAL HUAMANGA,GOBIERNO REGIONAL,AYACUCHO,AYACUCHO,HUAMANGA,28/09/21,Procedimiento,Precios unitarios,Contratación Directa,DIRECTA-PROC-30-2021-HRA/OEC-1,"ADQUISICION DE MEDICAMENTOS FENTANILO 50 UG/ML INY 10, PARA EL DEPRTAMENTO DE FARMACIA DEL HOSPITAL REGIONAL DE AYACUCHO",Por la Entidad,Soles,87500,87500,1,FENTANILO 50 UG/ML INY 10 ML,Unidad,5000,Contratado,NO,51,Medicamentos y productos farmacéuticos,14,Medicamentos para el sistema nervioso central,22,Analgésicos narcóticos,19,Fentanil,00058702,FENTANILO 50 mcg/mL INY 10 mL,ULTIMO,688575,hospital,050101,sierra c,14,0,1,,1,2021,22551,09,2021_09,87500,30/09/21,1,1024,1,medicamentos,4,Invitación,Adjudicación,22551,22551,0,22553,2,1,2021,8,20,,,8,20,2021,22512,22516,22519,22512,39,39,3,0,6.6666665,9,1,3,5,5,hospital,0,1,17.5,2.862201,9,9,8,8,9,34
010204,743509,2241227,20153219118,HOSPITAL NACIONAL HIPOLITO UNANUE,SALUD,LIMA,EL AGUSTINO,LIMA,04/10/21,Procedimiento,Suma alzada,Contratación Directa,DIRECTA-PROC-31-2021-HNHU-1,ADQUISICIÓN DE GASAS ESTÉRILES PARA EL HNHU EN EL MARCO DEL PROGRAMA COVID-19,Por la Entidad,Soles,140000,140000,1,GASA EST¿RIL 7.5 CM X 7.5 CM X 5 UNIDADES,Unidad,175000,Contratado,NO,42,"Equipos, accesorios y suministros médicos",31,Productos para el cuidado de heridas,15,"Vendas, apósitos y productos relacionados",12,Esponjas de gasa,00045801,APOSITO DE GASA PARAFINADA 7.5 cm X 7.5 cm PARA USO EN HERIDAS,ULTIMO,687490,hospital,150111,lima met,9,0,,1,1,2021,22557,10,2021_10,140000,05/10/21,1,132,1,insumos,1,Invitación,Adjudicación,22557,22557,0,22558,1,1,2021,7,8,,,7,8,2021,22469,,,22469,88,88,,2,5.1999998,8,1,10,5,15,hospital,1,1,.80000001,-.22314355,10,10,,,10,27
010204,743509,2241228,20153219118,HOSPITAL NACIONAL HIPOLITO UNANUE,SALUD,LIMA,EL AGUSTINO,LIMA,04/10/21,Procedimiento,Suma alzada,Contratación Directa,DIRECTA-PROC-31-2021-HNHU-1,ADQUISICIÓN DE GASAS ESTÉRILES PARA EL HNHU EN EL MARCO DEL PROGRAMA COVID-19,Por la Entidad,Soles,197400,197400,2,GASA FRACCIONADA ESTERIL 10 cm X 10 cm DE 8 PLIEGUES X 5 UNI,Unidad,210000,Contratado,NO,42,"Equipos, accesorios y suministros médicos",31,Productos para el cuidado de heridas,15,"Vendas, apósitos y productos relacionados",45,Vendas o vendajes secos no adhesivos,00265622,GASA FRACCIONADA ESTERIL 10 cm X 10 cm DE 8 PLIEGUES X 10 UNI,ULTIMO,687490,hospital,150111,lima met,9,0,,1,1,2021,22557,10,2021_10,197400,05/10/21,1,132,1,insumos,1,Invitación,Adjudicación,22557,22557,0,22558,1,1,2021,7,8,,,7,8,2021,22469,,,22469,88,88,,2,5.1999998,8,1,10,5,15,hospital,1,1,.94,-.061875403,10,10,,,10,27
010558,743519,2239467,20171766509,GOBIERNO REGIONAL DE PIURA-SALUD,GOBIERNO REGIONAL,PIURA,CASTILLA,PIURA,27/09/21,Sin Modalidad,Precios unitarios,Adjudicación Simplificada,AS-SM-8-2021-DSP I-1,ADQUISICIÓN DE 20000 MASCARILLAS DESCARTABLES TIPO N-95 PARA SER DISTRIBUIDAS A LOS ESTABLECIMIENTOS DE SALUD DE LA UE 400 DIRESA PIURA,Por la Entidad,Soles,127800,127800,1,MASCARILLAS DESCARTABLES TIPO N-95,Unidad,20000,Contratado,NO,42,"Equipos, accesorios y suministros médicos",13,Textiles e Indumentaria médica,17,Textiles quirúrgicos,13,Aislamiento quirúrgico o mascarillas quirúrgicas,00347552,MASCARILLA DESCARTABLE TIPO N-95,ULTIMO,688836,GR - red,200104,costa no,3,1,,1,1,2021,22550,09,2021_09,98000,23/10/21,1,899,1,insumos,7,Convocatoria,Otorgamiento de la Buena Pro,22550,22568,18,22576,26,1,2021,8,18,,,8,18,2021,22510,22523,22529,22510,40,40,6,2,4.2857141,9,18,7,1,20,GR - red,0,.76682317,4.9000001,1.5892352,9,10,8,9,10,33
